,city,timestamp,temperature,wind,humidity,dew_point,pressure,uv_index,O3_aqi,O3_medida,CO_aqi,CO_medida,NO2_aqi,NO2_medida,PM10_aqi,PM10_medida,PM2_5_aqi,PM2_5_medida,SO2_aqi,SO2_medida,polluted
410,fernandopolis,2025-05-27 10:00,23.0,18.0,55.0,13.0,1017.0,2.0,19.0,51.08,1.0,120.0,2.0,3.95,3.0,2.93,15.0,2.89,1.0,1.0,0
411,ribeirao_preto,2025-05-27 10:00,24.0,11.0,51.0,13.0,1020.0,4.0,18.0,51.82,3.0,300.0,6.0,11.75,21.0,17.41,72.0,17.36,1.0,2.89,1
412,sao_paulo,2025-05-27 10:00,21.0,10.0,64.0,14.0,1021.0,3.0,11.0,54.76,5.0,330.0,15.0,28.54,37.0,38.83,98.0,33.97,4.0,8.91,1
413,porto_alegre,2025-05-27 10:00,22.0,16.0,81.0,18.0,1009.0,2.0,19.0,46.99,1.0,210.0,5.0,10.45,12.0,12.65,53.0,12.69,1.0,3.94,1
414,rio_de_janeiro,2025-05-27 10:00,24.0,8.0,79.0,21.0,1019.0,4.0,16.0,56.38,1.0,160.0,5.0,11.06,14.0,15.28,54.0,13.39,1.0,5.22,1
415,manaus,2025-05-27 10:00,29.0,8.0,75.0,24.0,1014.0,5.0,15.0,47.74,1.0,170.0,1.0,3.26,7.0,7.3,40.0,8.71,1.0,1.4,1
416,belo_horizonte,2025-05-27 10:00,22.0,13.0,66.0,16.0,1024.0,3.0,18.0,51.43,1.0,150.0,2.0,4.38,4.0,3.5,19.0,3.44,1.0,4.26,0
417,fortaleza,2025-05-27 10:00,29.0,29.0,64.0,22.0,1015.0,9.0,23.0,59.37,1.0,100.0,1.0,1.09,4.0,4.94,15.0,3.8,1.0,1.0,0
418,campo_grande,2025-05-27 10:00,26.0,21.0,51.0,16.0,1016.0,3.0,28.0,65.6,1.0,130.0,1.0,2.59,1.0,2.23,8.0,2.22,1.0,1.0,0
419,curitiba,2025-05-27 10:00,19.0,8.0,75.0,14.0,1020.0,3.0,29.0,58.45,2.0,230.0,6.0,10.99,28.0,24.76,93.0,31.32,1.0,4.7,1
420,fernandopolis,2025-05-27 11:01,26.0,21.0,49.0,14.0,1016.0,4.0,20.0,64.05,1.0,110.0,1.0,2.1,3.0,2.66,13.0,2.47,1.0,1.0,0
421,ribeirao_preto,2025-05-27 11:01,27.0,16.0,43.0,13.0,1020.0,5.0,19.0,62.23,3.0,240.0,4.0,8.11,17.0,14.6,63.0,13.54,1.0,2.63,1
422,sao_paulo,2025-05-27 11:01,24.0,10.0,54.0,14.0,1021.0,5.0,15.0,71.3,3.0,270.0,10.0,19.77,32.0,30.4,98.0,33.74,4.0,7.79,1
423,porto_alegre,2025-05-27 11:01,24.0,10.0,71.0,18.0,1009.0,3.0,20.0,58.08,1.0,210.0,4.0,8.95,11.0,11.19,51.0,11.29,1.0,3.66,1
424,rio_de_janeiro,2025-05-27 11:01,26.0,8.0,70.0,20.0,1019.0,5.0,18.0,62.67,1.0,150.0,4.0,8.27,17.0,22.14,55.0,14.97,1.0,4.82,1
425,manaus,2025-05-27 11:01,31.0,2.0,68.0,24.0,1015.0,8.0,17.0,52.3,1.0,140.0,1.0,1.8,6.0,8.14,34.0,8.0,1.0,1.22,1
426,belo_horizonte,2025-05-27 11:01,23.0,14.0,63.0,15.0,1024.0,6.0,18.0,51.43,1.0,150.0,2.0,4.38,5.0,5.24,20.0,3.86,1.0,4.26,0
427,fortaleza,2025-05-27 11:01,29.0,26.0,61.0,21.0,1015.0,,24.0,62.59,1.0,100.0,1.0,1.0,4.0,5.19,15.0,3.99,1.0,1.0,0
428,campo_grande,2025-05-27 11:01,28.0,27.0,47.0,16.0,1016.0,5.0,29.0,74.05,1.0,120.0,1.0,1.4,2.0,3.34,10.0,3.28,1.0,1.0,0
429,curitiba,2025-05-27 11:01,22.0,18.0,64.0,14.0,1021.0,4.0,32.0,80.36,1.0,170.0,2.0,4.08,18.0,14.13,75.0,18.01,1.0,3.18,1
430,fernandopolis,2025-05-27 12:00,27.0,23.0,45.0,14.0,1016.0,5.0,23.0,72.67,1.0,100.0,1.0,1.06,2.0,2.06,11.0,2.26,1.0,1.0,0
431,ribeirao_preto,2025-05-27 12:00,27.0,14.0,41.0,13.0,1020.0,6.0,21.0,73.61,3.0,170.0,2.0,3.98,12.0,8.4,57.0,12.4,1.0,2.18,1
432,sao_paulo,2025-05-27 12:00,25.0,13.0,48.0,13.0,1021.0,6.0,20.0,88.81,3.0,200.0,5.0,10.19,23.0,15.48,96.0,30.72,3.0,6.1,1
433,porto_alegre,2025-05-27 12:00,24.0,8.0,68.0,18.0,1009.0,4.0,22.0,73.17,1.0,200.0,3.0,6.67,10.0,9.98,47.0,10.11,1.0,3.36,1
434,rio_de_janeiro,2025-05-27 12:00,27.0,11.0,66.0,20.0,1018.0,6.0,23.0,72.87,1.0,120.0,2.0,4.58,17.0,18.44,58.0,17.01,1.0,3.53,1
435,manaus,2025-05-27 12:00,31.0,2.0,65.0,24.0,1015.0,,17.0,52.3,1.0,140.0,1.0,1.8,6.0,6.53,32.0,6.81,1.0,1.22,1
436,belo_horizonte,2025-05-27 12:00,23.0,11.0,59.0,14.0,1024.0,4.0,19.0,57.54,1.0,130.0,1.0,2.62,4.0,3.14,17.0,3.54,1.0,3.0,0
437,fortaleza,2025-05-27 12:00,30.0,26.0,60.0,22.0,1014.0,,25.0,65.37,1.0,100.0,1.0,1.0,5.0,5.41,16.0,4.13,1.0,1.0,0
438,campo_grande,2025-05-27 12:00,29.0,27.0,45.0,16.0,1016.0,6.0,29.0,74.05,1.0,120.0,1.0,1.4,2.0,3.33,11.0,3.3,1.0,1.0,0
439,curitiba,2025-05-27 12:00,23.0,34.0,57.0,14.0,1020.0,5.0,32.0,80.36,1.0,170.0,2.0,4.08,16.0,10.54,80.0,20.53,1.0,3.18,1
440,fernandopolis,2025-05-27 13:00,28.0,23.0,39.0,13.0,1015.0,4.0,26.0,76.02,1.0,100.0,1.0,1.0,2.0,2.73,12.0,2.86,1.0,1.0,0
441,ribeirao_preto,2025-05-27 13:00,28.0,18.0,35.0,11.0,1019.0,5.0,24.0,78.78,2.0,140.0,1.0,1.99,8.0,5.9,51.0,9.63,1.0,1.77,1
442,sao_paulo,2025-05-27 13:00,26.0,11.0,47.0,13.0,1021.0,5.0,26.0,96.93,2.0,160.0,3.0,5.65,17.0,11.08,85.0,22.83,3.0,4.95,1
443,porto_alegre,2025-05-27 13:00,25.0,5.0,65.0,18.0,1008.0,4.0,25.0,81.91,1.0,200.0,2.0,5.2,9.0,9.05,43.0,9.13,1.0,3.08,1
444,rio_de_janeiro,2025-05-27 13:00,27.0,11.0,65.0,20.0,1017.0,5.0,23.0,72.87,1.0,120.0,2.0,4.58,17.0,17.74,58.0,16.93,1.0,3.53,1
445,manaus,2025-05-27 13:00,32.0,23.0,60.0,23.0,1014.0,,19.0,55.25,1.0,130.0,1.0,1.46,6.0,5.31,29.0,6.47,1.0,1.18,1
446,belo_horizonte,2025-05-27 13:00,24.0,18.0,56.0,15.0,1023.0,4.0,21.0,60.43,1.0,120.0,1.0,1.77,3.0,2.55,15.0,3.07,1.0,2.11,0
447,fortaleza,2025-05-27 13:00,30.0,26.0,59.0,21.0,1014.0,10.0,26.0,67.79,1.0,100.0,1.0,1.0,5.0,5.78,17.0,4.4,1.0,1.0,0
448,campo_grande,2025-05-27 13:00,29.0,29.0,44.0,16.0,1015.0,6.0,31.0,78.23,1.0,120.0,1.0,1.0,3.0,4.29,14.0,4.22,1.0,1.0,0
449,curitiba,2025-05-27 13:00,24.0,31.0,52.0,13.0,1020.0,5.0,34.0,87.85,1.0,140.0,1.0,1.67,12.0,9.96,68.0,16.02,1.0,2.39,1
450,fernandopolis,2025-05-27 14:00,29.0,21.0,37.0,13.0,1014.0,3.0,29.0,78.45,1.0,100.0,1.0,1.0,3.0,3.53,13.0,3.63,1.0,1.0,0
451,ribeirao_preto,2025-05-27 14:00,29.0,27.0,31.0,10.0,1018.0,4.0,27.0,78.09,2.0,130.0,1.0,1.95,6.0,3.81,41.0,7.48,1.0,1.43,1
452,sao_paulo,2025-05-27 14:00,26.0,13.0,45.0,13.0,1020.0,4.0,31.0,96.1,2.0,150.0,3.0,5.57,10.0,5.23,72.0,16.84,1.0,4.45,1
453,porto_alegre,2025-05-27 14:00,25.0,10.0,64.0,17.0,1008.0,3.0,28.0,83.76,1.0,190.0,2.0,4.7,8.0,8.26,39.0,8.29,1.0,2.76,1
454,rio_de_janeiro,2025-05-27 14:00,28.0,8.0,63.0,21.0,1016.0,4.0,26.0,71.1,1.0,120.0,2.0,4.19,15.0,13.77,56.0,12.28,1.0,3.17,1
455,manaus,2025-05-27 14:00,28.0,11.0,81.0,25.0,1014.0,10.0,24.0,73.84,1.0,140.0,1.0,1.25,6.0,7.74,30.0,8.02,1.0,2.12,1
456,belo_horizonte,2025-05-27 14:00,24.0,14.0,56.0,14.0,1022.0,3.0,24.0,60.2,1.0,110.0,1.0,1.77,2.0,2.21,13.0,2.59,1.0,1.74,0
457,fortaleza,2025-05-27 14:00,31.0,29.0,58.0,21.0,1013.0,7.0,28.0,70.39,1.0,100.0,1.0,1.0,5.0,6.46,18.0,4.95,1.0,1.0,0
458,campo_grande,2025-05-27 14:00,29.0,29.0,46.0,17.0,1014.0,5.0,33.0,74.63,1.0,120.0,1.0,1.0,4.0,4.08,16.0,4.02,1.0,1.0,0
459,curitiba,2025-05-27 14:00,24.0,31.0,53.0,13.0,1019.0,4.0,36.0,86.36,1.0,130.0,1.0,1.62,10.0,9.26,61.0,13.3,1.0,1.91,1
460,fernandopolis,2025-05-27 15:00,29.0,19.0,35.0,12.0,1013.0,2.0,31.0,79.45,1.0,100.0,1.0,1.0,3.0,3.95,15.0,3.95,1.0,1.0,0
461,ribeirao_preto,2025-05-27 15:00,28.0,24.0,33.0,11.0,1018.0,2.0,31.0,76.66,2.0,130.0,1.0,1.93,4.0,3.06,33.0,5.79,1.0,1.13,1
462,sao_paulo,2025-05-27 15:00,26.0,13.0,46.0,13.0,1019.0,2.0,36.0,93.77,2.0,140.0,3.0,5.57,7.0,5.6,62.0,12.04,1.0,4.07,1
463,porto_alegre,2025-05-27 15:00,22.0,14.0,82.0,18.0,1009.0,2.0,31.0,85.08,1.0,180.0,2.0,4.34,7.0,7.79,35.0,7.83,1.0,2.44,1
464,rio_de_janeiro,2025-05-27 15:00,27.0,8.0,67.0,21.0,1016.0,2.0,28.0,67.56,1.0,110.0,1.0,3.64,12.0,11.33,51.0,9.34,1.0,2.56,1
465,manaus,2025-05-27 15:00,29.0,14.0,76.0,24.0,1013.0,5.0,27.0,79.26,1.0,140.0,1.0,1.22,6.0,7.61,28.0,7.44,1.0,2.45,1
466,belo_horizonte,2025-05-27 15:00,24.0,14.0,54.0,14.0,1021.0,1.0,26.0,59.92,1.0,110.0,1.0,1.8,2.0,1.96,11.0,2.24,1.0,1.46,0
467,fortaleza,2025-05-27 15:00,30.0,29.0,58.0,21.0,1013.0,4.0,30.0,72.85,1.0,110.0,1.0,1.0,6.0,7.31,21.0,5.7,1.0,1.0,0
468,campo_grande,2025-05-27 15:00,29.0,31.0,49.0,17.0,1014.0,3.0,33.0,74.63,1.0,120.0,1.0,1.0,4.0,4.09,16.0,4.03,1.0,1.0,0
469,curitiba,2025-05-27 15:00,24.0,23.0,53.0,14.0,1019.0,2.0,37.0,83.06,1.0,130.0,1.0,1.59,8.0,7.4,55.0,11.01,1.0,1.52,1
470,fernandopolis,2025-05-27 16:00,29.0,18.0,36.0,12.0,1013.0,1.0,31.0,79.45,1.0,100.0,1.0,1.0,3.0,4.21,15.0,4.22,1.0,1.0,0
471,ribeirao_preto,2025-05-27 16:00,28.0,23.0,35.0,11.0,1017.0,1.0,35.0,68.04,1.0,150.0,3.0,5.56,5.0,5.52,26.0,6.0,1.0,1.15,1
472,sao_paulo,2025-05-27 16:00,24.0,13.0,48.0,13.0,1019.0,1.0,40.0,90.38,2.0,140.0,3.0,5.69,6.0,7.32,55.0,10.57,1.0,3.92,1
473,porto_alegre,2025-05-27 16:00,19.0,16.0,96.0,19.0,1010.0,0.0,32.0,85.75,1.0,170.0,2.0,4.22,6.0,6.29,31.0,6.29,1.0,2.28,1
474,rio_de_janeiro,2025-05-27 16:00,27.0,8.0,68.0,21.0,1016.0,1.0,30.0,64.28,1.0,100.0,1.0,3.39,10.0,10.09,41.0,7.92,1.0,2.1,1
475,manaus,2025-05-27 16:00,27.0,3.0,82.0,24.0,1012.0,3.0,27.0,79.26,1.0,140.0,1.0,1.22,4.0,3.95,24.0,5.34,1.0,2.45,0
476,belo_horizonte,2025-05-27 16:00,24.0,13.0,54.0,14.0,1021.0,1.0,28.0,59.54,1.0,100.0,1.0,1.87,2.0,2.08,10.0,2.01,1.0,1.35,0
477,fortaleza,2025-05-27 16:00,29.0,27.0,65.0,22.0,1012.0,1.0,31.0,73.99,1.0,110.0,1.0,1.0,6.0,8.48,25.0,6.72,1.0,1.0,0
478,campo_grande,2025-05-27 16:00,29.0,27.0,49.0,17.0,1013.0,1.0,34.0,71.85,1.0,120.0,1.0,1.0,3.0,3.79,16.0,3.75,1.0,1.0,0
479,curitiba,2025-05-27 16:00,23.0,18.0,55.0,14.0,1018.0,1.0,39.0,71.46,1.0,130.0,2.0,3.67,6.0,5.83,41.0,7.41,1.0,1.56,1
480,fernandopolis,2025-05-27 17:00,28.0,14.0,37.0,12.0,1013.0,0.0,35.0,70.41,1.0,110.0,1.0,3.16,4.0,4.36,17.0,4.29,1.0,1.0,0
481,ribeirao_preto,2025-05-27 17:00,26.0,16.0,39.0,11.0,1017.0,0.0,35.0,68.04,1.0,150.0,3.0,5.56,5.0,5.72,28.0,6.63,1.0,1.15,1
482,sao_paulo,2025-05-27 17:00,23.0,11.0,52.0,13.0,1019.0,0.0,42.0,73.28,1.0,260.0,10.0,19.54,7.0,9.15,53.0,12.71,3.0,5.12,1
483,porto_alegre,2025-05-27 17:00,18.0,18.0,99.0,18.0,1011.0,0.0,37.0,78.13,1.0,170.0,3.0,6.42,6.0,6.0,25.0,5.93,1.0,2.37,0
484,rio_de_janeiro,2025-05-27 17:00,26.0,8.0,72.0,21.0,1015.0,0.0,31.0,59.0,1.0,130.0,3.0,7.09,9.0,9.34,35.0,7.14,1.0,2.12,1
485,manaus,2025-05-27 17:00,27.0,13.0,82.0,23.0,1012.0,1.0,30.0,76.58,1.0,140.0,1.0,1.43,5.0,5.7,22.0,4.79,1.0,2.37,0
486,belo_horizonte,2025-05-27 17:00,23.0,11.0,55.0,14.0,1020.0,0.0,29.0,54.42,1.0,110.0,2.0,4.18,2.0,2.0,9.0,1.9,1.0,1.45,0
487,fortaleza,2025-05-27 17:00,29.0,23.0,70.0,23.0,1012.0,0.0,32.0,73.35,1.0,120.0,1.0,1.31,7.0,9.48,28.0,7.62,1.0,1.0,1
488,campo_grande,2025-05-27 17:00,28.0,24.0,52.0,17.0,1013.0,0.0,36.0,63.22,1.0,130.0,1.0,2.29,3.0,3.31,14.0,3.28,1.0,1.0,0
489,curitiba,2025-05-27 17:00,22.0,18.0,61.0,14.0,1018.0,0.0,39.0,71.46,1.0,130.0,2.0,3.67,8.0,9.68,46.0,9.99,1.0,1.56,1
490,fernandopolis,2025-05-27 18:00,26.0,11.0,42.0,12.0,1013.0,0.0,36.0,64.48,1.0,120.0,2.0,4.64,4.0,4.75,18.0,4.48,1.0,1.0,0
491,ribeirao_preto,2025-05-27 18:00,25.0,11.0,44.0,12.0,1018.0,0.0,35.0,56.2,1.0,230.0,7.0,13.34,6.0,10.38,33.0,9.19,1.0,1.53,1
492,sao_paulo,2025-05-27 18:00,22.0,10.0,57.0,13.0,1020.0,0.0,42.0,44.42,2.0,470.0,25.0,45.34,10.0,14.94,53.0,12.74,4.0,7.62,1
493,porto_alegre,2025-05-27 18:00,18.0,8.0,99.0,18.0,1012.0,0.0,37.0,78.13,1.0,170.0,3.0,6.42,6.0,6.02,26.0,5.95,1.0,2.37,1
494,rio_de_janeiro,2025-05-27 18:00,24.0,10.0,77.0,20.0,1016.0,0.0,31.0,51.03,1.0,180.0,7.0,14.33,9.0,10.74,36.0,8.7,1.0,2.5,1
495,manaus,2025-05-27 18:00,27.0,8.0,79.0,23.0,1011.0,0.0,31.0,71.17,1.0,150.0,1.0,1.92,3.0,2.77,19.0,3.91,1.0,2.21,0
496,belo_horizonte,2025-05-27 18:00,22.0,11.0,69.0,16.0,1021.0,0.0,29.0,44.55,1.0,140.0,4.0,8.53,2.0,2.41,8.0,2.08,1.0,1.68,0
497,fortaleza,2025-05-27 18:00,28.0,23.0,75.0,23.0,1012.0,0.0,33.0,71.82,1.0,120.0,1.0,2.11,8.0,10.25,31.0,8.24,1.0,1.0,1
498,campo_grande,2025-05-27 18:00,27.0,23.0,57.0,18.0,1014.0,0.0,36.0,63.22,1.0,130.0,1.0,2.29,3.0,3.35,14.0,3.29,1.0,1.0,0
499,curitiba,2025-05-27 18:00,19.0,16.0,74.0,14.0,1019.0,0.0,40.0,61.38,1.0,160.0,4.0,7.61,9.0,11.53,44.0,9.85,1.0,1.99,1
500,fernandopolis,2025-05-27 19:00,24.0,10.0,47.0,13.0,1014.0,0.0,36.0,64.48,1.0,120.0,2.0,4.64,4.0,4.68,17.0,4.39,1.0,1.0,0
501,ribeirao_preto,2025-05-27 19:00,24.0,5.0,49.0,12.0,1018.0,0.0,34.0,45.28,1.0,300.0,10.0,20.61,10.0,14.25,45.0,13.99,1.0,1.96,1
502,sao_paulo,2025-05-27 19:00,22.0,5.0,59.0,13.0,1021.0,0.0,39.0,26.09,2.0,620.0,32.0,59.81,10.0,12.19,52.0,12.77,6.0,9.8,1
503,porto_alegre,2025-05-27 19:00,18.0,11.0,98.0,18.0,1012.0,0.0,38.0,73.88,1.0,170.0,4.0,7.86,6.0,9.37,32.0,9.2,1.0,2.5,1
504,rio_de_janeiro,2025-05-27 19:00,24.0,10.0,81.0,20.0,1017.0,0.0,30.0,44.61,1.0,220.0,9.0,19.39,10.0,12.95,40.0,10.85,1.0,3.01,1
505,manaus,2025-05-27 19:00,26.0,5.0,80.0,23.0,1011.0,0.0,31.0,65.13,1.0,150.0,1.0,2.48,4.0,4.18,17.0,3.72,1.0,2.04,0
506,belo_horizonte,2025-05-27 19:00,21.0,14.0,68.0,15.0,1022.0,0.0,28.0,36.91,1.0,150.0,6.0,11.24,2.0,3.4,11.0,3.21,1.0,1.96,0
507,fortaleza,2025-05-27 19:00,28.0,18.0,77.0,23.0,1013.0,0.0,33.0,67.46,1.0,120.0,1.0,2.54,9.0,10.78,34.0,8.32,1.0,1.0,1
508,campo_grande,2025-05-27 19:00,26.0,18.0,62.0,18.0,1014.0,0.0,35.0,59.42,1.0,130.0,1.0,2.87,3.0,3.36,14.0,3.3,1.0,1.0,0
509,curitiba,2025-05-27 19:00,18.0,13.0,77.0,14.0,1019.0,0.0,39.0,55.32,1.0,170.0,5.0,9.84,11.0,14.77,43.0,10.04,1.0,2.39,1
510,fernandopolis,2025-05-27 20:00,23.0,8.0,54.0,13.0,1014.0,0.0,34.0,53.04,1.0,140.0,3.0,7.02,4.0,4.82,18.0,4.57,1.0,1.0,0
511,ribeirao_preto,2025-05-27 20:00,23.0,5.0,54.0,13.0,1019.0,0.0,32.0,36.21,1.0,380.0,14.0,26.88,14.0,20.05,57.0,18.82,1.0,2.53,1
512,sao_paulo,2025-05-27 20:00,21.0,8.0,65.0,14.0,1021.0,0.0,34.0,21.34,3.0,650.0,30.0,57.36,13.0,16.61,53.0,13.16,6.0,10.94,1
513,porto_alegre,2025-05-27 20:00,18.0,13.0,99.0,18.0,1012.0,0.0,38.0,71.33,1.0,180.0,4.0,9.22,9.0,13.98,45.0,13.83,1.0,2.99,1
514,rio_de_janeiro,2025-05-27 20:00,23.0,10.0,83.0,21.0,1017.0,0.0,28.0,40.36,1.0,230.0,10.0,21.37,11.0,14.06,46.0,12.31,1.0,3.65,1
515,manaus,2025-05-27 20:00,26.0,2.0,86.0,23.0,1011.0,0.0,31.0,55.99,1.0,150.0,1.0,3.12,4.0,4.49,16.0,3.81,1.0,1.8,0
516,belo_horizonte,2025-05-27 20:00,21.0,10.0,72.0,15.0,1022.0,0.0,26.0,32.65,1.0,160.0,6.0,11.84,3.0,4.18,13.0,3.95,1.0,2.34,0
517,fortaleza,2025-05-27 20:00,28.0,16.0,75.0,23.0,1013.0,0.0,33.0,67.46,1.0,120.0,1.0,2.54,9.0,10.86,34.0,8.33,1.0,1.0,1
518,campo_grande,2025-05-27 20:00,26.0,14.0,65.0,18.0,1015.0,0.0,34.0,59.99,1.0,130.0,1.0,2.28,2.0,1.07,14.0,3.37,1.0,1.0,0
519,curitiba,2025-05-27 20:00,17.0,3.0,79.0,13.0,1019.0,0.0,37.0,53.38,1.0,170.0,5.0,9.87,11.0,12.51,44.0,11.01,1.0,2.74,1
520,fernandopolis,2025-05-27 21:00,22.0,6.0,57.0,13.0,1015.0,0.0,32.0,48.18,1.0,140.0,4.0,8.58,4.0,4.55,18.0,4.27,1.0,1.0,0
521,ribeirao_preto,2025-05-27 21:00,22.0,2.0,57.0,13.0,1019.0,0.0,25.0,17.82,2.0,570.0,20.0,38.45,25.0,33.45,80.0,31.65,1.0,3.73,1
522,sao_paulo,2025-05-27 21:00,20.0,8.0,67.0,14.0,1021.0,0.0,29.0,17.01,3.0,700.0,30.0,56.95,18.0,24.75,57.0,16.98,7.0,12.55,1
523,porto_alegre,2025-05-27 21:00,18.0,16.0,98.0,18.0,1011.0,0.0,37.0,63.79,1.0,200.0,5.0,11.26,8.0,7.48,38.0,7.4,1.0,3.73,1
524,rio_de_janeiro,2025-05-27 21:00,23.0,5.0,86.0,21.0,1018.0,0.0,25.0,36.32,1.0,240.0,11.0,22.7,12.0,13.64,48.0,12.16,1.0,4.29,1
525,manaus,2025-05-27 21:00,26.0,0.0,88.0,23.0,1012.0,0.0,31.0,37.61,1.0,150.0,2.0,4.0,5.0,5.9,17.0,4.23,1.0,1.25,0
526,belo_horizonte,2025-05-27 21:00,19.0,0.0,76.0,15.0,1023.0,0.0,24.0,31.03,1.0,150.0,6.0,10.97,3.0,4.39,15.0,3.95,1.0,2.62,0
527,fortaleza,2025-05-27 21:00,28.0,16.0,78.0,24.0,1014.0,0.0,33.0,63.53,1.0,110.0,1.0,2.26,9.0,9.66,32.0,7.08,1.0,1.0,1
528,campo_grande,2025-05-27 21:00,25.0,16.0,67.0,18.0,1015.0,0.0,33.0,58.94,1.0,130.0,1.0,2.29,2.0,1.08,9.0,1.05,1.0,1.0,0
529,curitiba,2025-05-27 21:00,17.0,3.0,79.0,13.0,1019.0,0.0,35.0,55.55,1.0,150.0,4.0,7.95,13.0,17.12,50.0,13.52,1.0,2.55,1
530,fernandopolis,2025-05-27 22:00,22.0,6.0,59.0,13.0,1015.0,0.0,31.0,48.16,1.0,140.0,4.0,8.1,4.0,4.01,17.0,3.88,1.0,1.0,0
531,ribeirao_preto,2025-05-27 22:00,22.0,5.0,60.0,14.0,1020.0,0.0,21.0,16.05,3.0,590.0,19.0,37.42,30.0,37.24,92.0,36.8,1.0,3.62,1
532,sao_paulo,2025-05-27 22:00,21.0,3.0,67.0,14.0,1021.0,0.0,24.0,14.91,5.0,720.0,29.0,55.98,16.0,16.06,59.0,16.98,7.0,13.28,1
533,porto_alegre,2025-05-27 22:00,18.0,11.0,97.0,17.0,1011.0,0.0,35.0,63.43,1.0,190.0,5.0,9.82,7.0,6.92,33.0,6.79,1.0,3.16,1
534,rio_de_janeiro,2025-05-27 22:00,24.0,3.0,82.0,21.0,1018.0,0.0,23.0,34.47,1.0,250.0,11.0,23.25,12.0,14.27,50.0,12.38,1.0,4.64,1
535,manaus,2025-05-27 22:00,26.0,5.0,88.0,24.0,1013.0,0.0,29.0,34.08,1.0,150.0,2.0,4.64,6.0,6.95,19.0,5.14,1.0,1.31,0
536,belo_horizonte,2025-05-27 22:00,19.0,8.0,77.0,16.0,1024.0,0.0,22.0,28.39,1.0,150.0,6.0,11.35,4.0,4.38,16.0,4.08,1.0,2.88,0
537,fortaleza,2025-05-27 22:00,28.0,18.0,79.0,24.0,1015.0,0.0,31.0,57.14,1.0,100.0,1.0,2.06,9.0,10.31,30.0,6.98,1.0,1.0,1
538,campo_grande,2025-05-27 22:00,24.0,18.0,68.0,18.0,1015.0,0.0,31.0,58.9,1.0,130.0,1.0,2.17,1.0,1.13,5.0,1.1,1.0,1.0,0
539,curitiba,2025-05-27 22:00,16.0,0.0,84.0,13.0,1019.0,0.0,33.0,55.43,1.0,150.0,3.0,6.9,18.0,23.33,56.0,16.99,1.0,2.57,1
540,fernandopolis,2025-05-27 23:00,21.0,10.0,62.0,14.0,1015.0,0.0,29.0,48.39,1.0,130.0,3.0,7.15,3.0,3.4,16.0,3.39,1.0,1.0,0
541,ribeirao_preto,2025-05-27 23:00,21.0,3.0,63.0,13.0,1020.0,0.0,20.0,16.05,3.0,590.0,19.0,37.42,30.0,36.96,92.0,37.07,1.0,3.62,1
542,sao_paulo,2025-05-27 23:00,20.0,5.0,66.0,13.0,1021.0,0.0,19.0,15.54,5.0,650.0,27.0,52.31,15.0,15.11,59.0,15.77,6.0,12.28,1
543,porto_alegre,2025-05-27 23:00,18.0,8.0,97.0,17.0,1009.0,0.0,33.0,63.88,1.0,190.0,4.0,8.73,6.0,6.7,30.0,6.45,1.0,2.81,1
544,rio_de_janeiro,2025-05-27 23:00,23.0,3.0,84.0,21.0,1018.0,0.0,21.0,33.33,1.0,250.0,11.0,22.94,12.0,14.21,51.0,12.33,1.0,4.59,1
545,manaus,2025-05-27 23:00,26.0,3.0,89.0,24.0,1014.0,0.0,27.0,32.3,1.0,150.0,2.0,4.97,6.0,7.17,21.0,5.91,1.0,1.43,0
546,belo_horizonte,2025-05-27 23:00,19.0,8.0,79.0,15.0,1024.0,0.0,20.0,26.8,1.0,150.0,6.0,11.38,4.0,4.52,17.0,4.25,1.0,2.94,0
547,fortaleza,2025-05-27 23:00,28.0,18.0,78.0,24.0,1015.0,0.0,31.0,57.14,1.0,100.0,1.0,2.06,9.0,10.29,30.0,7.0,1.0,1.0,1
548,campo_grande,2025-05-27 23:00,24.0,16.0,66.0,18.0,1015.0,0.0,31.0,58.9,1.0,130.0,1.0,2.17,1.0,1.12,5.0,1.11,1.0,1.0,0
549,curitiba,2025-05-27 23:00,16.0,8.0,81.0,13.0,1019.0,0.0,31.0,55.85,1.0,140.0,3.0,6.03,23.0,31.5,61.0,19.46,1.0,2.45,1
550,fernandopolis,2025-05-28 00:00,21.0,10.0,63.0,14.0,1015.0,0.0,27.0,48.38,1.0,130.0,3.0,6.51,3.0,2.93,15.0,2.97,1.0,1.0,0
551,ribeirao_preto,2025-05-28 00:00,20.0,8.0,66.0,13.0,1019.0,0.0,17.0,14.8,3.0,600.0,18.0,34.69,31.0,37.23,98.0,37.45,1.0,3.33,1
552,sao_paulo,2025-05-28 00:00,20.0,5.0,66.0,13.0,1021.0,0.0,14.0,17.97,6.0,490.0,24.0,45.48,13.0,12.31,57.0,13.87,6.0,10.15,1
553,porto_alegre,2025-05-28 00:00,18.0,3.0,97.0,17.0,1009.0,0.0,32.0,64.65,1.0,180.0,4.0,7.67,6.0,7.57,30.0,7.34,1.0,2.48,1
554,rio_de_janeiro,2025-05-28 00:00,23.0,3.0,81.0,20.0,1018.0,0.0,19.0,32.43,1.0,240.0,10.0,22.1,12.0,13.77,51.0,12.06,1.0,4.42,1
555,manaus,2025-05-28 00:00,27.0,3.0,87.0,24.0,1014.0,0.0,24.0,30.97,1.0,150.0,2.0,5.24,7.0,9.62,24.0,6.52,1.0,1.63,0
