,city,timestamp,temperature,wind,humidity,dew_point,pressure,uv_index,O3_aqi,O3_medida,CO_aqi,CO_medida,NO2_aqi,NO2_medida,PM10_aqi,PM10_medida,PM2_5_aqi,PM2_5_medida,SO2_aqi,SO2_medida,polluted
1247,fortaleza,2025-05-30 21:00,28.0,10.0,77.0,24.0,1014.0,0.0,29.0,53.95,1.0,100.0,1.0,1.83,7.0,8.53,23.0,5.65,1.0,1.0,0
1248,campo_grande,2025-05-30 21:00,14.0,8.0,75.0,10.0,1020.0,0.0,33.0,46.41,1.0,180.0,7.0,14.13,3.0,4.09,14.0,4.01,1.0,1.02,0
1249,curitiba,2025-05-30 21:00,8.0,5.0,100.0,8.0,1023.0,0.0,29.0,31.62,1.0,230.0,9.0,19.08,14.0,19.01,60.0,15.61,1.0,3.66,1
1250,fernandopolis,2025-05-30 22:00,12.0,5.0,81.0,9.0,1019.0,0.0,32.0,49.97,1.0,210.0,7.0,13.27,6.0,7.17,25.0,6.44,1.0,1.0,0
1251,ribeirao_preto,2025-05-30 22:00,14.0,5.0,70.0,9.0,1021.0,0.0,33.0,26.45,3.0,820.0,26.0,51.44,44.0,57.52,117.0,50.87,3.0,6.04,1
1252,sao_paulo,2025-05-30 22:00,14.0,8.0,83.0,11.0,1023.0,0.0,42.0,21.53,2.0,390.0,22.0,43.06,41.0,53.72,82.0,32.41,6.0,10.66,1
1253,porto_alegre,2025-05-30 22:00,10.0,3.0,88.0,8.0,1022.0,0.0,27.0,58.4,1.0,110.0,3.0,6.16,24.0,29.42,77.0,27.67,3.0,5.78,1
1254,rio_de_janeiro,2025-05-30 22:00,21.0,13.0,78.0,17.0,1021.0,0.0,27.0,41.19,2.0,320.0,16.0,32.67,19.0,21.33,65.0,19.41,4.0,9.34,1
1255,manaus,2025-05-30 22:00,28.0,10.0,83.0,24.0,1013.0,0.0,28.0,46.82,1.0,190.0,2.0,4.29,6.0,7.78,24.0,6.27,1.0,1.6,0
1256,belo_horizonte,2025-05-30 22:00,20.0,5.0,75.0,16.0,1022.0,0.0,30.0,24.06,2.0,320.0,13.0,25.8,14.0,16.11,56.0,15.73,3.0,4.92,1
1257,fortaleza,2025-05-30 22:00,28.0,11.0,78.0,24.0,1015.0,0.0,29.0,53.95,1.0,100.0,1.0,1.83,7.0,8.53,23.0,5.68,1.0,1.0,0
1258,campo_grande,2025-05-30 22:00,14.0,8.0,76.0,10.0,1020.0,0.0,31.0,39.56,1.0,190.0,8.0,15.72,3.0,3.69,15.0,3.61,1.0,1.02,0
1259,curitiba,2025-05-30 22:00,8.0,8.0,100.0,8.0,1023.0,0.0,26.0,28.67,1.0,230.0,10.0,19.89,19.0,27.14,62.0,17.84,1.0,3.79,1
1260,fernandopolis,2025-05-30 23:00,11.0,5.0,84.0,8.0,1019.0,0.0,30.0,47.61,1.0,220.0,7.0,13.37,6.0,7.72,28.0,7.18,1.0,1.0,1
1261,ribeirao_preto,2025-05-30 23:00,13.0,3.0,74.0,9.0,1020.0,0.0,29.0,21.61,5.0,960.0,26.0,52.62,51.0,64.93,140.0,60.23,3.0,6.5,1
1262,sao_paulo,2025-05-30 23:00,13.0,10.0,86.0,11.0,1023.0,0.0,33.0,16.91,3.0,380.0,22.0,43.46,44.0,50.79,90.0,35.73,6.0,10.85,1
1263,porto_alegre,2025-05-30 23:00,10.0,0.0,90.0,8.0,1023.0,0.0,26.0,57.4,1.0,110.0,3.0,6.52,26.0,30.13,81.0,28.46,3.0,6.19,1
1264,rio_de_janeiro,2025-05-30 23:00,20.0,10.0,77.0,16.0,1021.0,0.0,25.0,40.28,2.0,350.0,16.0,33.34,19.0,22.37,67.0,20.7,4.0,10.28,1
1265,manaus,2025-05-30 23:00,27.0,8.0,84.0,24.0,1013.0,0.0,26.0,44.76,1.0,190.0,2.0,4.21,6.0,5.56,25.0,6.26,1.0,1.57,0
1266,belo_horizonte,2025-05-30 23:00,19.0,8.0,79.0,16.0,1022.0,0.0,21.0,25.33,2.0,280.0,9.0,17.92,14.0,15.35,58.0,15.27,3.0,5.19,1
1267,fortaleza,2025-05-30 23:00,28.0,14.0,78.0,24.0,1015.0,0.0,28.0,52.48,1.0,100.0,1.0,1.79,7.0,8.52,23.0,5.6,1.0,1.0,0
1268,campo_grande,2025-05-30 23:00,13.0,5.0,81.0,10.0,1020.0,0.0,29.0,38.45,1.0,180.0,7.0,14.38,3.0,3.24,14.0,3.17,1.0,1.01,0
1269,curitiba,2025-05-30 23:00,9.0,10.0,97.0,9.0,1024.0,0.0,22.0,27.41,1.0,230.0,10.0,20.25,21.0,24.76,66.0,21.61,1.0,3.75,1
1270,fernandopolis,2025-05-31 00:00,11.0,5.0,87.0,8.0,1019.0,0.0,30.0,47.61,1.0,220.0,7.0,13.37,6.0,8.03,29.0,7.75,1.0,1.0,1
1271,ribeirao_preto,2025-05-31 00:00,12.0,3.0,79.0,9.0,1020.0,0.0,23.0,18.02,6.0,1090.0,26.0,53.18,54.0,68.16,153.0,67.68,3.0,6.89,1
1272,sao_paulo,2025-05-31 00:00,13.0,10.0,83.0,10.0,1023.0,0.0,25.0,13.58,3.0,380.0,22.0,43.43,38.0,35.0,94.0,35.08,6.0,10.94,1
1273,porto_alegre,2025-05-31 00:00,10.0,3.0,89.0,8.0,1022.0,0.0,26.0,56.43,1.0,110.0,3.0,6.94,28.0,32.73,86.0,31.16,3.0,6.63,1
1274,rio_de_janeiro,2025-05-31 00:00,20.0,10.0,78.0,16.0,1021.0,0.0,23.0,39.61,2.0,390.0,16.0,33.91,21.0,26.09,71.0,23.49,6.0,11.27,1
1275,manaus,2025-05-31 00:00,26.0,5.0,84.0,23.0,1014.0,0.0,25.0,43.23,1.0,190.0,2.0,4.06,6.0,5.3,25.0,5.76,1.0,1.53,0
1276,belo_horizonte,2025-05-31 00:00,18.0,0.0,84.0,16.0,1022.0,0.0,21.0,25.33,2.0,280.0,9.0,17.92,14.0,15.05,58.0,15.27,3.0,5.19,1
1277,fortaleza,2025-05-31 00:00,28.0,13.0,79.0,24.0,1015.0,0.0,27.0,51.0,1.0,100.0,1.0,1.73,7.0,8.54,23.0,5.54,1.0,1.0,0
1278,campo_grande,2025-05-31 00:00,13.0,10.0,79.0,10.0,1020.0,0.0,26.0,37.83,1.0,160.0,6.0,11.53,3.0,2.73,12.0,2.64,1.0,1.0,0
1279,curitiba,2025-05-31 00:00,9.0,5.0,92.0,8.0,1024.0,0.0,19.0,26.32,1.0,230.0,10.0,20.28,17.0,14.44,68.0,21.22,1.0,3.62,1
1280,fernandopolis,2025-05-31 01:00,10.0,5.0,88.0,8.0,1019.0,0.0,25.0,43.68,1.0,220.0,7.0,13.5,7.0,9.0,34.0,8.64,1.0,1.0,1
1281,ribeirao_preto,2025-05-31 01:00,12.0,5.0,72.0,7.0,1020.0,0.0,15.0,12.55,8.0,1250.0,26.0,52.57,60.0,77.35,159.0,75.21,3.0,6.93,1
1282,sao_paulo,2025-05-31 01:00,13.0,11.0,87.0,11.0,1023.0,0.0,19.0,12.2,3.0,360.0,22.0,43.04,35.0,35.8,93.0,31.97,6.0,10.96,1
1283,porto_alegre,2025-05-31 01:00,9.0,3.0,93.0,8.0,1022.0,0.0,25.0,53.9,1.0,110.0,4.0,8.39,31.0,35.41,94.0,33.74,3.0,7.68,1
1284,rio_de_janeiro,2025-05-31 01:00,20.0,10.0,81.0,17.0,1020.0,0.0,21.0,39.04,2.0,410.0,16.0,34.19,23.0,28.3,75.0,25.79,6.0,11.78,1
1285,manaus,2025-05-31 01:00,26.0,8.0,84.0,23.0,1014.0,0.0,23.0,41.19,1.0,180.0,2.0,3.84,5.0,6.57,25.0,7.0,1.0,1.61,0
1286,belo_horizonte,2025-05-31 01:00,19.0,8.0,81.0,15.0,1019.0,0.0,18.0,26.23,2.0,250.0,7.0,13.73,14.0,14.76,57.0,14.68,3.0,5.37,1
1287,fortaleza,2025-05-31 01:00,27.0,18.0,79.0,23.0,1015.0,0.0,26.0,49.76,1.0,100.0,1.0,1.68,7.0,8.49,23.0,5.48,1.0,1.0,0
1288,campo_grande,2025-05-31 01:00,13.0,11.0,75.0,9.0,1020.0,0.0,21.0,38.38,1.0,130.0,3.0,7.4,2.0,1.58,8.0,1.55,1.0,1.0,0
1289,curitiba,2025-05-31 01:00,9.0,5.0,94.0,8.0,1023.0,0.0,17.0,25.8,2.0,230.0,9.0,19.89,14.0,12.16,66.0,17.72,1.0,3.47,1
1290,fernandopolis,2025-05-31 02:00,9.0,5.0,90.0,8.0,1018.0,0.0,23.0,42.01,1.0,230.0,7.0,13.61,8.0,9.47,36.0,9.18,1.0,1.0,1
1291,ribeirao_preto,2025-05-31 02:00,11.0,0.0,84.0,8.0,1020.0,0.0,11.0,10.27,9.0,1300.0,25.0,51.31,61.0,78.72,161.0,77.22,3.0,6.62,1
1292,sao_paulo,2025-05-31 02:00,13.0,10.0,89.0,12.0,1023.0,0.0,13.0,12.1,3.0,340.0,22.0,42.01,32.0,31.78,92.0,31.04,6.0,10.84,1
1293,porto_alegre,2025-05-31 02:00,9.0,3.0,93.0,8.0,1022.0,0.0,25.0,53.9,1.0,110.0,4.0,8.39,31.0,35.41,94.0,33.69,3.0,7.68,1
1294,rio_de_janeiro,2025-05-31 02:00,20.0,10.0,82.0,17.0,1020.0,0.0,19.0,38.58,2.0,410.0,16.0,33.84,25.0,29.59,78.0,26.84,6.0,11.66,1
1295,manaus,2025-05-31 02:00,26.0,10.0,85.0,23.0,1014.0,0.0,23.0,41.19,1.0,180.0,2.0,3.84,4.0,4.02,23.0,4.72,1.0,1.61,0
1296,belo_horizonte,2025-05-31 02:00,18.0,6.0,82.0,15.0,1019.0,0.0,14.0,27.6,2.0,230.0,5.0,9.39,12.0,12.41,54.0,12.38,3.0,5.98,1
1297,fortaleza,2025-05-31 02:00,27.0,14.0,78.0,23.0,1014.0,0.0,25.0,48.62,1.0,100.0,1.0,1.65,7.0,8.99,23.0,5.76,1.0,1.0,0
1298,campo_grande,2025-05-31 02:00,13.0,10.0,76.0,9.0,1020.0,0.0,21.0,38.38,1.0,130.0,3.0,7.4,2.0,1.59,8.0,1.58,1.0,1.0,0
1299,curitiba,2025-05-31 02:00,9.0,5.0,91.0,8.0,1023.0,0.0,15.0,27.14,2.0,210.0,8.0,18.06,13.0,14.23,62.0,15.38,1.0,3.31,1
1300,fernandopolis,2025-05-31 03:00,9.0,5.0,91.0,8.0,1018.0,0.0,22.0,40.4,1.0,230.0,7.0,13.83,8.0,10.03,38.0,9.73,1.0,1.01,1
1301,ribeirao_preto,2025-05-31 03:00,12.0,3.0,77.0,8.0,1020.0,0.0,11.0,10.27,9.0,1300.0,25.0,51.31,61.0,78.59,161.0,77.73,3.0,6.62,1
1302,sao_paulo,2025-05-31 03:00,13.0,10.0,88.0,12.0,1023.0,0.0,9.0,12.1,3.0,310.0,21.0,40.56,29.0,28.13,90.0,29.43,6.0,10.59,1
1303,porto_alegre,2025-05-31 03:00,8.0,0.0,91.0,7.0,1022.0,0.0,25.0,52.14,1.0,120.0,4.0,9.66,32.0,37.17,97.0,35.53,4.0,8.37,1
1304,rio_de_janeiro,2025-05-31 03:00,19.0,8.0,83.0,17.0,1020.0,0.0,19.0,38.18,3.0,410.0,16.0,32.95,26.0,30.11,80.0,27.22,6.0,11.27,1
1305,manaus,2025-05-31 03:00,26.0,10.0,87.0,23.0,1013.0,0.0,21.0,40.43,1.0,180.0,2.0,3.78,4.0,3.77,21.0,4.47,1.0,1.83,0
1306,belo_horizonte,2025-05-31 03:00,18.0,6.0,83.0,15.0,1019.0,0.0,14.0,27.6,2.0,230.0,5.0,9.39,12.0,12.25,54.0,12.32,3.0,5.98,1
1307,fortaleza,2025-05-31 03:00,27.0,13.0,78.0,23.0,1014.0,0.0,24.0,47.59,1.0,100.0,1.0,1.63,7.0,9.48,24.0,6.04,1.0,1.0,0
1308,campo_grande,2025-05-31 03:00,13.0,10.0,77.0,9.0,1020.0,0.0,19.0,40.7,1.0,110.0,2.0,5.25,1.0,1.16,6.0,1.15,1.0,1.0,0
1309,curitiba,2025-05-31 03:00,9.0,8.0,93.0,8.0,1023.0,0.0,14.0,29.88,2.0,190.0,8.0,15.13,12.0,12.81,59.0,14.22,1.0,3.13,1
1310,fernandopolis,2025-05-31 04:00,9.0,5.0,91.0,7.0,1018.0,0.0,20.0,38.44,1.0,240.0,7.0,14.52,9.0,10.52,41.0,10.3,1.0,1.08,1
1311,ribeirao_preto,2025-05-31 04:00,11.0,8.0,79.0,7.0,1019.0,0.0,8.0,8.29,10.0,1320.0,25.0,50.08,62.0,78.32,162.0,78.01,3.0,6.32,1
1312,sao_paulo,2025-05-31 04:00,13.0,10.0,88.0,12.0,1022.0,0.0,7.0,12.1,3.0,280.0,20.0,39.58,26.0,26.04,87.0,27.45,6.0,10.4,1
1313,porto_alegre,2025-05-31 04:00,8.0,3.0,94.0,8.0,1021.0,0.0,24.0,50.6,1.0,130.0,5.0,10.65,33.0,37.46,99.0,35.88,4.0,9.0,1
1314,rio_de_janeiro,2025-05-31 04:00,20.0,3.0,83.0,17.0,1020.0,0.0,19.0,37.66,3.0,420.0,15.0,32.04,26.0,30.08,81.0,27.09,6.0,10.88,1
1315,manaus,2025-05-31 04:00,25.0,10.0,89.0,23.0,1013.0,0.0,20.0,40.07,1.0,180.0,2.0,3.81,4.0,4.15,20.0,4.2,1.0,2.01,0
1316,belo_horizonte,2025-05-31 04:00,18.0,6.0,83.0,15.0,1019.0,0.0,13.0,27.88,2.0,220.0,4.0,8.53,9.0,9.25,46.0,9.25,3.0,6.53,1
1317,fortaleza,2025-05-31 04:00,27.0,18.0,78.0,23.0,1014.0,0.0,23.0,46.52,1.0,100.0,1.0,1.64,8.0,9.89,24.0,6.29,1.0,1.0,0
1318,campo_grande,2025-05-31 04:00,13.0,10.0,74.0,8.0,1020.0,0.0,18.0,39.96,1.0,110.0,2.0,5.36,1.0,1.13,5.0,1.14,1.0,1.0,0
1319,curitiba,2025-05-31 04:00,9.0,8.0,94.0,8.0,1022.0,0.0,14.0,31.82,2.0,180.0,7.0,13.04,10.0,9.16,56.0,12.36,1.0,3.05,1
1320,fernandopolis,2025-05-31 05:00,9.0,5.0,92.0,7.0,1018.0,0.0,20.0,38.44,1.0,240.0,7.0,14.52,8.0,10.41,41.0,10.28,1.0,1.08,1
1321,ribeirao_preto,2025-05-31 05:00,10.0,11.0,84.0,7.0,1019.0,0.0,6.0,4.03,11.0,1310.0,24.0,48.12,61.0,75.34,161.0,74.76,3.0,5.88,1
1322,sao_paulo,2025-05-31 05:00,14.0,8.0,86.0,12.0,1022.0,0.0,6.0,11.76,3.0,270.0,20.0,39.21,21.0,18.73,83.0,23.98,6.0,10.36,1
1323,porto_alegre,2025-05-31 05:00,8.0,3.0,94.0,7.0,1021.0,0.0,24.0,49.22,1.0,130.0,5.0,11.3,34.0,38.44,102.0,37.1,4.0,9.53,1
1324,rio_de_janeiro,2025-05-31 05:00,20.0,8.0,83.0,17.0,1020.0,0.0,18.0,36.52,3.0,430.0,15.0,31.29,27.0,30.35,81.0,27.05,4.0,10.47,1
1325,manaus,2025-05-31 05:00,25.0,8.0,86.0,23.0,1013.0,0.0,19.0,39.88,1.0,170.0,2.0,4.27,5.0,6.29,21.0,6.4,1.0,2.16,0
1326,belo_horizonte,2025-05-31 05:00,18.0,6.0,85.0,16.0,1019.0,0.0,13.0,27.88,2.0,220.0,4.0,8.53,9.0,9.23,45.0,9.16,3.0,6.53,1
1327,fortaleza,2025-05-31 05:00,27.0,10.0,79.0,23.0,1013.0,0.0,22.0,43.41,1.0,100.0,1.0,2.0,8.0,8.71,24.0,5.65,1.0,1.0,0
1328,campo_grande,2025-05-31 05:00,13.0,10.0,77.0,9.0,1019.0,0.0,18.0,38.67,1.0,110.0,2.0,5.59,1.0,1.21,5.0,1.22,1.0,1.0,0
1329,curitiba,2025-05-31 05:00,9.0,10.0,91.0,7.0,1022.0,0.0,14.0,32.61,1.0,170.0,6.0,12.07,9.0,10.18,52.0,11.18,1.0,3.16,1
1330,fernandopolis,2025-05-31 06:00,8.0,5.0,94.0,7.0,1019.0,0.0,19.0,36.52,2.0,250.0,8.0,15.5,9.0,11.21,43.0,10.91,1.0,1.17,1
1331,ribeirao_preto,2025-05-31 06:00,11.0,8.0,82.0,7.0,1019.0,0.0,5.0,3.24,13.0,1290.0,24.0,46.56,60.0,73.57,160.0,71.99,3.0,5.65,1
1332,sao_paulo,2025-05-31 06:00,14.0,8.0,87.0,12.0,1022.0,0.0,6.0,11.31,2.0,250.0,20.0,38.92,22.0,24.47,79.0,22.11,6.0,10.44,1
1333,porto_alegre,2025-05-31 06:00,8.0,0.0,91.0,7.0,1021.0,0.0,23.0,47.93,1.0,140.0,5.0,11.83,34.0,37.67,103.0,36.6,4.0,10.06,1
1334,rio_de_janeiro,2025-05-31 06:00,20.0,8.0,84.0,17.0,1020.0,0.0,18.0,35.08,3.0,440.0,15.0,30.67,27.0,29.87,81.0,27.28,4.0,10.09,1
1335,manaus,2025-05-31 06:00,25.0,8.0,85.0,22.0,1013.0,0.0,19.0,40.02,1.0,170.0,2.0,4.4,4.0,6.04,21.0,6.25,1.0,2.25,0
1336,belo_horizonte,2025-05-31 06:00,18.0,6.0,85.0,16.0,1019.0,0.0,13.0,27.94,2.0,220.0,4.0,8.51,8.0,7.68,38.0,7.68,3.0,6.79,1
1337,fortaleza,2025-05-31 06:00,27.0,16.0,80.0,23.0,1014.0,0.0,22.0,43.41,1.0,100.0,1.0,2.0,8.0,8.73,24.0,5.65,1.0,1.0,0
1338,campo_grande,2025-05-31 06:00,13.0,16.0,79.0,9.0,1019.0,0.0,18.0,38.67,1.0,110.0,2.0,5.59,1.0,1.21,5.0,1.22,1.0,1.0,0
1339,curitiba,2025-05-31 06:00,8.0,8.0,91.0,7.0,1022.0,0.0,14.0,33.42,1.0,160.0,6.0,11.3,10.0,12.66,49.0,10.88,1.0,3.41,1
1340,fernandopolis,2025-05-31 07:00,8.0,5.0,94.0,7.0,1020.0,0.0,19.0,35.66,2.0,260.0,8.0,16.01,10.0,12.21,46.0,11.73,1.0,1.21,1
1341,ribeirao_preto,2025-05-31 07:00,10.0,8.0,82.0,7.0,1020.0,0.0,4.0,13.23,13.0,1210.0,21.0,41.84,60.0,72.11,160.0,70.41,3.0,5.39,1
1342,sao_paulo,2025-05-31 07:00,14.0,13.0,82.0,11.0,1022.0,0.0,6.0,11.41,2.0,250.0,20.0,38.47,23.0,25.93,76.0,22.33,6.0,10.67,1
1343,porto_alegre,2025-05-31 07:00,8.0,8.0,95.0,7.0,1021.0,0.0,22.0,48.31,1.0,140.0,5.0,11.45,33.0,36.46,101.0,35.73,6.0,11.22,1
1344,rio_de_janeiro,2025-05-31 07:00,20.0,11.0,83.0,17.0,1020.0,0.0,17.0,34.37,3.0,450.0,14.0,30.44,27.0,30.79,83.0,28.38,4.0,10.07,1
1345,manaus,2025-05-31 07:00,24.0,5.0,88.0,23.0,1013.0,0.0,19.0,40.02,1.0,170.0,2.0,4.4,3.0,3.12,16.0,3.45,1.0,2.25,0
1346,belo_horizonte,2025-05-31 07:00,18.0,8.0,86.0,16.0,1021.0,0.0,13.0,28.26,2.0,220.0,4.0,8.47,6.0,6.56,33.0,6.63,3.0,6.92,1
1347,fortaleza,2025-05-31 07:00,27.0,13.0,83.0,23.0,1014.0,1.0,21.0,42.64,1.0,100.0,1.0,2.12,7.0,8.18,24.0,5.44,1.0,1.0,0
1348,campo_grande,2025-05-31 07:00,13.0,13.0,76.0,9.0,1019.0,0.0,18.0,39.34,1.0,120.0,3.0,5.7,1.0,1.74,6.0,1.74,1.0,1.0,0
1349,curitiba,2025-05-31 07:00,9.0,8.0,91.0,7.0,1023.0,0.0,14.0,34.3,1.0,160.0,5.0,10.82,8.0,7.46,45.0,9.72,1.0,3.66,1
1350,fernandopolis,2025-05-31 08:00,11.0,5.0,85.0,8.0,1020.0,0.0,19.0,37.04,2.0,270.0,7.0,15.17,11.0,13.78,50.0,12.94,1.0,1.22,1
1351,ribeirao_preto,2025-05-31 08:00,13.0,8.0,77.0,9.0,1020.0,0.0,4.0,13.22,13.0,1210.0,21.0,41.84,60.0,73.37,159.0,69.82,3.0,5.39,1
1352,sao_paulo,2025-05-31 08:00,14.0,13.0,87.0,12.0,1022.0,0.0,6.0,20.4,2.0,270.0,19.0,37.11,24.0,28.36,76.0,23.18,6.0,11.51,1
1353,porto_alegre,2025-05-31 08:00,8.0,5.0,96.0,8.0,1022.0,0.0,22.0,48.31,1.0,140.0,5.0,11.45,33.0,36.39,100.0,35.67,6.0,11.22,1
1354,rio_de_janeiro,2025-05-31 08:00,20.0,8.0,86.0,17.0,1020.0,1.0,17.0,36.94,3.0,410.0,15.0,30.67,29.0,34.47,87.0,32.03,6.0,12.78,1
1355,manaus,2025-05-31 08:00,25.0,8.0,87.0,23.0,1013.0,0.0,19.0,47.59,1.0,180.0,2.0,4.02,4.0,6.36,20.0,6.22,1.0,2.71,0
1356,belo_horizonte,2025-05-31 08:00,19.0,8.0,82.0,16.0,1022.0,1.0,14.0,33.34,2.0,220.0,4.0,8.03,6.0,6.25,29.0,6.08,3.0,6.67,1
1357,fortaleza,2025-05-31 08:00,27.0,14.0,82.0,24.0,1015.0,2.0,21.0,44.32,1.0,100.0,1.0,1.86,7.0,7.37,23.0,5.02,1.0,1.0,0
1358,campo_grande,2025-05-31 08:00,14.0,8.0,74.0,9.0,1020.0,0.0,18.0,39.34,1.0,120.0,3.0,5.7,1.0,1.77,6.0,1.75,1.0,1.0,0
1359,curitiba,2025-05-31 08:00,9.0,5.0,92.0,8.0,1024.0,0.0,15.0,35.46,1.0,170.0,5.0,10.8,8.0,8.45,40.0,8.77,1.0,3.94,1
1360,fernandopolis,2025-05-31 09:00,14.0,5.0,73.0,9.0,1021.0,2.0,19.0,46.31,2.0,290.0,5.0,10.97,9.0,8.72,48.0,10.69,1.0,1.26,1
1361,ribeirao_preto,2025-05-31 09:00,16.0,8.0,70.0,10.0,1021.0,2.0,5.0,34.36,13.0,1050.0,16.0,32.91,58.0,58.51,157.0,59.99,1.0,4.91,1
1362,sao_paulo,2025-05-31 09:00,16.0,13.0,79.0,12.0,1023.0,1.0,7.0,38.44,2.0,310.0,18.0,35.14,26.0,30.24,76.0,24.82,7.0,13.05,1
1363,porto_alegre,2025-05-31 09:00,9.0,5.0,92.0,8.0,1022.0,0.0,21.0,50.12,1.0,130.0,4.0,9.62,32.0,31.09,100.0,35.22,6.0,11.47,1
1364,rio_de_janeiro,2025-05-31 09:00,21.0,8.0,81.0,17.0,1021.0,2.0,17.0,43.2,3.0,310.0,13.0,28.09,29.0,30.91,84.0,25.69,9.0,16.53,1
1365,manaus,2025-05-31 09:00,26.0,5.0,85.0,23.0,1014.0,0.0,19.0,41.75,1.0,190.0,1.0,3.6,6.0,11.1,20.0,6.28,1.0,2.14,0
1366,belo_horizonte,2025-05-31 09:00,21.0,11.0,75.0,17.0,1023.0,2.0,15.0,40.68,2.0,200.0,4.0,7.15,5.0,4.93,26.0,5.5,3.0,5.67,1
1367,fortaleza,2025-05-31 09:00,27.0,10.0,83.0,24.0,1015.0,4.0,21.0,48.27,1.0,100.0,1.0,1.3,7.0,7.56,23.0,5.04,1.0,1.0,0
1368,campo_grande,2025-05-31 09:00,16.0,10.0,67.0,10.0,1020.0,1.0,19.0,43.95,1.0,140.0,2.0,5.6,1.0,1.59,6.0,1.54,1.0,1.0,0
1369,curitiba,2025-05-31 09:00,11.0,5.0,84.0,8.0,1024.0,0.0,16.0,37.35,1.0,170.0,5.0,10.05,11.0,16.0,40.0,9.39,1.0,4.47,1
1370,fernandopolis,2025-05-31 10:00,18.0,6.0,56.0,9.0,1021.0,4.0,18.0,46.31,2.0,290.0,5.0,10.97,9.0,9.16,42.0,8.41,1.0,1.26,1
1371,ribeirao_preto,2025-05-31 10:00,20.0,8.0,54.0,11.0,1022.0,3.0,7.0,55.49,11.0,900.0,13.0,25.37,52.0,44.19,147.0,40.84,1.0,4.56,1
1372,sao_paulo,2025-05-31 10:00,17.0,11.0,74.0,12.0,1024.0,2.0,10.0,59.58,2.0,330.0,16.0,30.91,28.0,32.08,77.0,25.51,7.0,13.54,1
1373,porto_alegre,2025-05-31 10:00,11.0,8.0,87.0,8.0,1022.0,0.0,21.0,53.04,1.0,130.0,4.0,8.23,31.0,29.89,95.0,29.62,6.0,11.37,1
1374,rio_de_janeiro,2025-05-31 10:00,22.0,10.0,73.0,17.0,1021.0,4.0,18.0,51.72,3.0,260.0,13.0,27.97,29.0,30.63,83.0,25.73,10.0,19.02,1
1375,manaus,2025-05-31 10:00,26.0,8.0,84.0,23.0,1015.0,1.0,19.0,52.56,1.0,190.0,1.0,3.01,6.0,10.96,28.0,10.27,1.0,2.45,1
1376,belo_horizonte,2025-05-31 10:00,22.0,13.0,69.0,16.0,1023.0,4.0,17.0,49.79,2.0,190.0,3.0,6.17,5.0,4.06,21.0,4.02,3.0,5.16,0
1377,fortaleza,2025-05-31 10:00,27.0,14.0,84.0,24.0,1016.0,6.0,21.0,51.27,1.0,100.0,1.0,1.03,6.0,6.53,21.0,4.45,1.0,1.0,0
1378,campo_grande,2025-05-31 10:00,19.0,8.0,59.0,11.0,1021.0,3.0,19.0,48.51,1.0,140.0,2.0,5.17,1.0,1.36,6.0,1.29,1.0,1.04,0
1379,curitiba,2025-05-31 10:00,12.0,10.0,76.0,7.0,1025.0,0.0,17.0,41.2,1.0,180.0,5.0,9.94,14.0,17.61,45.0,11.97,1.0,4.75,1
1380,fernandopolis,2025-05-31 11:00,21.0,6.0,50.0,10.0,1021.0,5.0,22.0,82.61,2.0,200.0,1.0,3.53,5.0,2.91,22.0,2.82,1.0,1.0,0
1381,ribeirao_preto,2025-05-31 11:00,23.0,8.0,49.0,12.0,1022.0,5.0,12.0,78.71,11.0,680.0,8.0,16.96,36.0,23.33,106.0,22.23,1.0,4.09,1
1382,sao_paulo,2025-05-31 11:00,18.0,10.0,65.0,12.0,1024.0,3.0,15.0,83.9,2.0,310.0,12.0,23.96,31.0,39.58,80.0,27.46,7.0,12.78,1
1383,porto_alegre,2025-05-31 11:00,11.0,10.0,86.0,9.0,1023.0,2.0,22.0,57.7,1.0,140.0,3.0,7.63,27.0,23.38,87.0,23.02,4.0,10.71,1
1384,rio_de_janeiro,2025-05-31 11:00,23.0,8.0,67.0,17.0,1021.0,5.0,19.0,69.53,3.0,250.0,11.0,24.24,28.0,28.53,81.0,24.34,9.0,17.95,1
1385,manaus,2025-05-31 11:00,27.0,5.0,80.0,23.0,1016.0,5.0,19.0,52.56,1.0,190.0,1.0,3.01,4.0,4.77,15.0,3.94,1.0,2.45,0
1386,belo_horizonte,2025-05-31 11:00,23.0,14.0,63.0,16.0,1024.0,5.0,19.0,57.31,2.0,170.0,2.0,4.66,3.0,2.21,16.0,2.65,1.0,4.24,0
1387,fortaleza,2025-05-31 11:00,27.0,14.0,80.0,23.0,1016.0,7.0,22.0,54.31,1.0,100.0,1.0,1.0,6.0,6.01,19.0,4.09,1.0,1.0,0
1388,campo_grande,2025-05-31 11:00,20.0,16.0,59.0,12.0,1022.0,4.0,20.0,58.72,1.0,130.0,2.0,4.03,1.0,1.16,5.0,1.15,1.0,1.03,0
1389,curitiba,2025-05-31 11:00,14.0,11.0,66.0,8.0,1025.0,3.0,18.0,51.51,1.0,170.0,4.0,7.9,16.0,19.82,52.0,14.13,1.0,4.38,1
1390,fernandopolis,2025-05-31 12:00,22.0,6.0,45.0,10.0,1020.0,6.0,25.0,94.62,2.0,160.0,1.0,1.6,3.0,2.23,15.0,2.18,1.0,1.0,0
